ds,yhat,yhat_lower,yhat_upper
2025-10-05,10230.83929238942,8145.051409241635,12429.21415160602
2025-10-06,10195.693416701437,8099.502553301387,12384.400881345131
2025-10-07,10221.355041206314,8093.760153472732,12406.955132635381
2025-10-08,10239.984176263717,8096.710334375334,12451.423008406027
2025-10-09,10243.883357914647,8078.816541036063,12476.057664054553
2025-10-10,10261.815470716783,8118.83953265091,12550.60453116602
2025-10-11,10280.02002944086,8120.662701482345,12521.38108729227
2025-10-12,10288.216810494012,8120.392659174319,12627.511901351554
2025-10-13,10253.070934805919,8089.881391272155,12543.83840802281
2025-10-14,10278.732559310847,8098.128075113759,12587.861711152551
2025-10-15,10297.361694368174,8036.274785059654,12626.445009516648
2025-10-16,10301.260876019118,8049.693698856225,12621.41020009158
2025-10-17,10319.192988821216,8108.71048165035,12691.716124448447
2025-10-18,10337.397547545324,8065.420089384501,12746.27245756539
2025-10-19,10345.594328598481,8027.239608175034,12740.602284451956
2025-10-20,10310.448452910383,8053.508798806055,12726.050249131116
2025-10-21,10336.110077415346,8032.67771946952,12810.58426147692
2025-10-22,10354.739212472628,8117.193274568806,12773.39220073283
2025-10-23,10358.638394123642,8028.777682510356,12805.301254744923
2025-10-24,10376.57050692573,8049.335452775736,12856.14993993403
2025-10-25,10394.775065649841,8029.913572881446,12865.032290777883
2025-10-26,10402.971846702949,8043.65893928109,12930.929219212912
2025-10-27,10367.825971014867,7955.109005356205,12858.200807927167
2025-10-28,10393.487595519753,8003.242470125393,12948.952029298494
2025-10-29,10412.116730577181,8006.943901961072,12891.233804682302
2025-10-30,10416.015912228064,8009.687581989015,12953.135049760927
2025-10-31,10433.9480250302,8079.91869058608,12993.352069308776
2025-11-01,10452.152583754332,8041.816390579263,13023.569394406106
2025-11-02,10460.349364807545,7980.0566369966355,12994.63618539287
2025-11-03,10425.20348911933,7962.921880903989,13041.381465654378
2025-11-04,10450.86511362425,8008.329164165028,13089.299546030277
2025-11-05,10469.494248681636,7969.569383000529,13075.41091317894
2025-11-06,10473.393430332588,7954.438754152018,13106.23914297982
2025-11-07,10491.325543134717,8006.151954589482,13168.379361172225
2025-11-08,10509.530101858785,7999.377789643397,13208.539179683212
2025-11-09,10517.726882912011,7953.167071851266,13190.437345461818
2025-11-10,10482.581007223831,7907.102980013185,13169.110804369559
2025-11-11,10508.242631728785,7882.84424274401,13207.634096699958
2025-11-12,10526.871766786166,7902.599910063812,13256.145564181224
2025-11-13,10530.770948437092,7931.993321206096,13262.960207441207
2025-11-14,10548.703061239188,7949.970170284224,13324.513656953703
2025-11-15,10566.907619963276,7944.879967842664,13321.621758885232
2025-11-16,10575.104401016477,7943.945126330946,13341.073479481234
2025-11-17,10539.958525328295,7924.565821076711,13368.482029615387
2025-11-18,10565.620149833283,7877.759557171381,13367.137005763603
2025-11-19,10584.249284890624,7911.659277768839,13410.458876443408
2025-11-20,10588.148466541565,7886.129898908826,13423.687979835098
2025-11-21,10606.080579343743,7922.350158071338,13438.023429454393
2025-11-22,10624.285138067766,7923.792202425462,13490.458843750046
2025-11-23,10632.481919120939,7904.491422476594,13530.747926458676
2025-11-24,10597.336043432842,7872.384023500229,13466.272915134226
2025-11-25,10622.997667937816,7907.880925222503,13515.366876486556
2025-11-26,10641.62680299513,7889.627640239184,13577.957171783186
2025-11-27,10645.525984646038,7859.0989260974275,13595.394443843486
2025-11-28,10663.458097448214,7848.43666828318,13638.951875990148
2025-11-29,10681.662656172219,7878.819016370907,13643.387340163823
2025-11-30,10689.859437225403,7903.829725431418,13677.883752830236
2025-12-01,10654.713561537324,7837.622824056536,13619.18622569502
2025-12-02,10680.375186042276,7847.988434056957,13700.534724220375
2025-12-03,10699.004321099634,7864.367706946353,13698.042371840274
2025-12-04,10702.903502750558,7793.641251344461,13716.326319030988
2025-12-05,10720.835615552649,7878.2230671955285,13771.702923388706
2025-12-06,10739.040174276734,7885.9892468288135,13776.65712804255
2025-12-07,10747.236955329872,7825.53383403259,13859.188454354458
2025-12-08,10712.091079641807,7788.730049711897,13778.92276256764
2025-12-09,10737.752704146686,7806.362464264123,13787.669760593939
2025-12-10,10756.381839204116,7842.298839127805,13863.190056758809
2025-12-11,10760.28102085508,7868.113367615268,13894.32637056212
2025-12-12,10778.213133657164,7849.752167220227,13929.661908441281
2025-12-13,10796.4176923812,7832.537842207408,13935.61551615214
2025-12-14,10804.614473434338,7830.062549546231,13952.08463503491
2025-12-15,10769.468597746269,7750.1473074408395,13962.662489296006
2025-12-16,10795.130222251184,7785.123227579866,14000.894383079902
2025-12-17,10813.759357308572,7761.221973187571,14046.341862600024
2025-12-18,10817.658538959553,7786.306789834759,14089.462901912704
2025-12-19,10835.590651761677,7734.201581449964,14085.22271291702
2025-12-20,10853.795210485716,7760.393015462445,14113.760837834838
2025-12-21,10861.991991538935,7822.346274414806,14141.364669591765
2025-12-22,10826.846115850734,7696.847076580081,14105.28752891481
2025-12-23,10852.507740355717,7804.227253409575,14185.375293011519
2025-12-24,10871.136875413124,7743.280270782331,14199.655496528092
2025-12-25,10875.036057064026,7682.382171411115,14151.542575119043
2025-12-26,10892.968169866113,7751.012292205263,14292.167416361255
2025-12-27,10911.172728590209,7673.206428955253,14267.347114621016
2025-12-28,10919.369509643395,7693.331961482928,14296.898702159124
2025-12-29,10884.223633955215,7678.394761872577,14292.043593230283
2025-12-30,10909.885258460215,7742.9783028892325,14343.740894476476
2025-12-31,10928.514393517582,7679.583235281142,14386.936372159926
2026-01-01,10932.413575168532,7703.9596123431165,14437.340683637623
2026-01-02,10950.345687970626,7709.564757344844,14413.370817744144
2026-01-03,10968.550246694724,7721.532798718087,14426.846197430503
2026-01-04,10976.747027747866,7679.3469507796835,14435.750820655086
2026-01-05,10941.601152059799,7679.565038138267,14433.887138714912
2026-01-06,10967.262776564623,7676.9339691919495,14448.865970547153
2026-01-07,10985.891911622088,7638.522501069706,14549.115083851597
2026-01-08,10989.791093273054,7649.900018519535,14535.587470956641
2026-01-09,11007.723206075096,7659.993979926732,14576.505190456714
2026-01-10,11025.927764799215,7666.715982830242,14602.982117458296
2026-01-11,11034.12454585233,7610.098653036662,14602.0321673494
2026-01-12,10998.97867016426,7591.718690045516,14613.646624979017
2026-01-13,11024.640294669121,7613.243213577798,14671.76150645065
2026-01-14,11043.269429726544,7634.027735358731,14667.150933937577
2026-01-15,11047.168611377474,7594.566746227336,14745.582328404189
2026-01-16,11065.10072417965,7556.4643609752075,14751.40437371237
2026-01-17,11083.305282903666,7565.982481578989,14753.152029250188
2026-01-18,11091.5020639568,7574.9508946769,14804.101352057221
2026-01-19,11056.356188268728,7500.570913228672,14808.868817071721
2026-01-20,11082.017812773654,7487.594468368527,14799.284435080994
2026-01-21,11100.646947831046,7550.371056228782,14857.304707741527
2026-01-22,11104.546129482027,7481.646902743782,14895.466396157555
2026-01-23,11122.478242284124,7505.005291609836,14940.29376459284
2026-01-24,11140.682801008159,7571.813749899962,15002.77873972883
2026-01-25,11148.87958206126,7538.213224072918,14966.849450567977
2026-01-26,11113.733706373208,7440.37162479415,14911.217008107771
2026-01-27,11139.395330878115,7467.624977721422,14993.340369084413
2026-01-28,11158.024465935532,7466.662319250728,15001.29271015453
2026-01-29,11161.92364758645,7479.472182605281,15057.027797002807
